City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
159,Turayf,SA,2022-03-13 21:47:29,31.6725,38.6637,41.25,87,0,9.22
160,Novyy Urgal,RU,2022-03-13 21:47:29,51.0736,132.5642,5.16,97,100,1.1
161,Galesong,ID,2022-03-13 21:47:29,-5.3166,119.3661,73.42,84,60,4.52
162,Leningradskiy,RU,2022-03-13 21:47:30,69.3833,178.4167,-3.93,93,100,8.14
163,East London,ZA,2022-03-13 21:42:47,-33.0153,27.9116,69.71,90,99,3.33
164,Longido,TZ,2022-03-13 21:47:30,-2.7333,36.6833,70.45,51,97,7.36
165,Saint-Joseph,RE,2022-03-13 21:47:31,-21.3667,55.6167,77.38,87,75,11.16
166,Syracuse,IT,2022-03-13 21:47:31,37.0881,15.2792,49.59,76,54,3.13
167,Atuona,PF,2022-03-13 21:47:31,-9.8,-139.0333,78.87,70,99,14.41
168,Hasaki,JP,2022-03-13 21:47:32,35.7333,140.8333,63.0,75,100,23.42
169,Qaqortoq,GL,2022-03-13 21:47:32,60.7167,-46.0333,28.2,67,100,21.83
170,Hounde,BF,2022-03-13 21:47:32,11.5,-3.5167,89.78,9,78,3.09
171,Unai,BR,2022-03-13 21:47:33,-16.3575,-46.9061,74.01,83,71,4.36
172,Businga,CD,2022-03-13 21:47:33,3.3333,20.8833,73.65,79,100,3.58
173,Yellowknife,CA,2022-03-13 21:47:33,62.456,-114.3525,0.41,62,20,12.66
174,Okhotsk,RU,2022-03-13 21:47:34,59.3833,143.3,17.53,96,100,3.96
175,Pontianak,ID,2022-03-13 21:47:34,-0.0333,109.3333,76.98,100,20,2.3
176,Manyana,BW,2022-03-13 21:47:35,-23.4,21.7167,70.32,66,97,7.27
177,Sao Miguel,BR,2022-03-13 21:47:35,-5.4667,-35.3667,81.37,77,70,8.86
178,Leua,SK,2022-03-13 21:47:35,48.2156,18.6071,39.22,45,0,6.31
179,Grand Gaube,MU,2022-03-13 21:47:36,-20.0064,57.6608,79.38,84,66,5.99
180,Muros,ES,2022-03-13 21:43:38,42.7762,-9.0603,46.83,92,100,9.1
181,Kitami,JP,2022-03-13 21:47:36,43.8031,143.8908,28.11,87,100,0.31
182,Avarua,CK,2022-03-13 21:43:35,-21.2078,-159.775,84.25,74,70,4.61
183,Haimen,CN,2022-03-13 21:48:37,23.1935,116.6142,64.29,83,2,2.42
184,Isangel,VU,2022-03-13 21:48:37,-19.55,169.2667,82.51,89,40,2.3
185,Conde,BR,2022-03-13 21:48:37,-7.2597,-34.9075,81.86,78,40,6.91
186,Poum,NC,2022-03-13 21:48:38,-20.2333,164.0167,81.25,78,74,9.89
187,Provideniya,RU,2022-03-13 21:48:38,64.3833,-173.3,21.36,42,0,15.99
188,Severobaykalsk,RU,2022-03-13 21:48:38,55.65,109.3167,-10.55,84,9,7.25
189,Vaini,TO,2022-03-13 21:48:39,-21.2,-175.2,84.36,79,40,2.3
190,Belmopan,BZ,2022-03-13 21:48:39,17.25,-88.7667,70.18,91,90,2.93
191,Padang,ID,2022-03-13 21:48:40,-0.9492,100.3543,77.7,87,100,3.58
192,Centralina,BR,2022-03-13 21:48:40,-18.5839,-49.1994,73.36,84,68,2.17
193,Pachino,IT,2022-03-13 21:48:40,36.7186,15.0907,50.88,72,86,4.76
194,Ryotsu,JP,2022-03-13 21:48:41,38.0833,138.4333,48.79,95,100,8.03
195,Faya,SA,2022-03-13 21:48:41,18.3851,42.4509,61.32,70,2,2.82
196,Adrar,MR,2022-03-13 21:48:41,20.5022,-10.0711,71.74,12,0,8.86
197,Izberbash,RU,2022-03-13 21:48:42,42.5696,47.8645,33.85,83,86,5.82
198,Wukari,NG,2022-03-13 21:48:42,7.85,9.7833,83.64,16,100,2.35
199,Rio Grande,BR,2022-03-13 21:48:42,-32.035,-52.0986,71.71,68,93,6.35
200,Kamaishi,JP,2022-03-13 21:48:43,39.2667,141.8833,44.35,97,100,11.34
201,Axim,GH,2022-03-13 21:48:43,4.8699,-2.2405,75.65,85,89,13.11
202,Port Macquarie,AU,2022-03-13 21:48:43,-31.4333,152.9167,68.9,75,7,6.78
203,Bandarbeyla,SO,2022-03-13 21:48:44,9.4942,50.8122,77.07,75,62,12.77
204,Tazovskiy,RU,2022-03-13 21:48:44,67.4667,78.7,-15.9,100,98,6.87
205,Haines Junction,CA,2022-03-13 21:48:44,60.7522,-137.5108,10.35,67,100,3.44
206,Saint George,US,2022-03-13 21:48:45,37.1041,-113.5841,69.64,15,0,11.01
207,San Rafael,AR,2022-03-13 21:45:39,-34.6177,-68.3301,78.01,31,13,5.61
208,Pandan,PH,2022-03-13 21:48:45,14.0453,124.1694,77.4,88,91,5.19
209,Yakovlevka,RU,2022-03-13 21:48:46,44.425,133.4772,25.3,95,82,2.35
210,Weiser,US,2022-03-13 21:48:46,44.251,-116.9693,54.32,44,95,4.0
211,Manta,EC,2022-03-13 21:45:16,-0.95,-80.7333,83.98,74,40,6.91
212,Anadyr,RU,2022-03-13 21:48:46,64.75,177.4833,-3.5,76,0,11.18
213,Mayahi,NE,2022-03-13 21:48:47,13.9553,7.6712,75.29,12,71,12.62
214,Shingu,JP,2022-03-13 21:48:47,33.7333,135.9833,61.5,90,91,5.91
215,Berlevag,NO,2022-03-13 21:48:47,70.8578,29.0864,35.6,86,0,14.97
216,Richards Bay,ZA,2022-03-13 21:48:48,-28.783,32.0377,76.59,83,0,13.06
217,Tailai,CN,2022-03-13 21:48:48,46.3833,123.4,27.14,70,100,7.85
218,Hornepayne,CA,2022-03-13 21:48:48,49.2138,-84.7705,20.82,86,100,8.63
219,Half Moon Bay,US,2022-03-13 21:44:49,37.4636,-122.4286,70.05,62,0,16.11
220,Codrington,AU,2022-03-13 21:48:49,-38.2667,141.9667,63.34,89,100,9.75
221,Jamestown,US,2022-03-13 21:48:49,42.097,-79.2353,26.71,49,100,5.01
222,Uruguaiana,BR,2022-03-13 21:48:39,-29.7547,-57.0883,78.73,41,40,12.66
223,Gorontalo,ID,2022-03-13 21:48:50,0.5412,123.0595,75.15,94,97,2.08
224,Cabo San Lucas,MX,2022-03-13 21:48:50,22.8909,-109.9124,80.62,54,40,5.99
225,Buckeye,US,2022-03-13 21:48:51,33.3703,-112.5838,82.15,11,3,11.48
226,Ler,SS,2022-03-13 21:48:51,8.3018,30.1418,85.6,28,100,1.54
227,Kaya,BF,2022-03-13 21:48:51,13.0917,-1.0844,86.41,15,58,7.52
228,Lhokseumawe,ID,2022-03-13 21:48:52,5.1801,97.1507,78.57,83,93,1.21
229,Yar-Sale,RU,2022-03-13 21:48:52,66.8333,70.8333,-4.13,100,99,5.37
230,Lodja,CD,2022-03-13 21:49:52,-3.4833,23.4333,70.68,87,99,0.94
231,Sioux Lookout,CA,2022-03-13 21:49:53,50.1001,-91.917,17.67,57,100,8.05
232,Severo-Kurilsk,RU,2022-03-13 21:49:53,50.6789,156.125,30.29,83,97,4.65
233,Saint-Philippe,RE,2022-03-13 21:49:53,-21.3585,55.7679,78.39,88,83,11.68
234,Alexandria,EG,2022-03-13 21:48:16,31.2156,29.9553,49.96,71,40,6.91
235,Cap Malheureux,MU,2022-03-13 21:49:54,-19.9842,57.6142,78.48,84,62,5.99
236,Jalu,LY,2022-03-13 21:49:55,29.0331,21.5482,56.59,43,0,8.21
237,Arvika,SE,2022-03-13 21:49:55,59.6553,12.5852,27.21,89,81,1.97
238,Ziway,ET,2022-03-13 21:49:55,7.9333,38.7167,69.26,38,19,15.86
239,Thunder Bay,CA,2022-03-13 21:49:53,48.4001,-89.3168,24.3,61,100,13.8
240,Tasiilaq,GL,2022-03-13 21:49:56,65.6145,-37.6368,30.36,80,100,25.28
241,Belgrade,RS,2022-03-13 21:48:13,44.804,20.4651,37.06,41,5,5.75
242,Cockburn Town,TC,2022-03-13 21:48:54,21.4612,-71.1419,80.56,69,40,11.5
243,Atikokan,CA,2022-03-13 21:46:56,48.7555,-91.6216,21.16,80,100,8.21
244,Kisangani,CD,2022-03-13 21:49:57,0.5167,25.2,70.2,91,94,2.77
245,Bozeman,US,2022-03-13 21:49:57,45.6796,-111.0386,42.67,77,100,4.61
246,Dingle,PH,2022-03-13 21:49:57,10.9995,122.6711,76.26,91,60,5.48
247,Mar Del Plata,AR,2022-03-13 21:49:58,-38.0023,-57.5575,68.02,85,0,10.36
248,Olafsvik,IS,2022-03-13 21:49:58,64.8945,-23.7142,38.61,65,28,24.94
249,Vestmannaeyjar,IS,2022-03-13 21:47:51,63.4427,-20.2734,40.51,59,28,14.27
250,Solvychegodsk,RU,2022-03-13 21:49:59,61.3305,46.9156,20.5,96,98,7.05
251,Lasa,IT,2022-03-13 21:47:22,46.6166,10.7002,36.48,91,37,2.77
252,Ruteng,ID,2022-03-13 21:49:59,-8.6136,120.4721,62.96,92,64,0.89
253,Mount Isa,AU,2022-03-13 21:50:00,-20.7333,139.5,76.77,73,19,0.0
254,Bilma,NE,2022-03-13 21:50:00,18.6853,12.9164,68.79,10,0,10.31
255,Kara,TG,2022-03-13 21:50:00,9.5511,1.1861,84.25,29,90,3.78
256,Naze,JP,2022-03-13 21:50:01,28.3667,129.4833,65.32,89,8,5.39
257,Roald,NO,2022-03-13 21:50:02,62.5833,6.1333,46.54,61,0,4.61
258,Vardo,NO,2022-03-13 21:50:03,70.3705,31.1107,30.18,93,40,4.61
259,Sapouy,BF,2022-03-13 21:50:04,11.5544,-1.7736,90.36,16,100,4.27
260,Srednekolymsk,RU,2022-03-13 21:50:04,67.45,153.6833,-12.15,97,100,4.88
261,Shenjiamen,CN,2022-03-13 21:47:29,29.9576,122.298,54.43,97,53,6.04
262,Kavieng,PG,2022-03-13 21:50:05,-2.5744,150.7967,83.19,75,50,13.24
263,Urucui,BR,2022-03-13 21:50:06,-7.2294,-44.5561,78.85,80,89,3.58
264,Pisco,PE,2022-03-13 21:49:27,-13.7,-76.2167,80.65,57,20,13.8
265,Khatanga,RU,2022-03-13 21:50:07,71.9667,102.5,-4.56,98,100,10.69
266,Ucluelet,CA,2022-03-13 21:50:07,48.9329,-125.5528,50.09,85,100,1.01
267,Byron Bay,AU,2022-03-13 21:49:44,-28.65,153.6167,68.94,76,78,8.08
268,Kolosovka,RU,2022-03-13 21:50:08,56.4678,73.611,-6.74,100,13,6.51
269,Tuatapere,NZ,2022-03-13 21:50:08,-46.1333,167.6833,61.47,70,47,2.21
270,Camocim,BR,2022-03-13 21:50:08,-2.9022,-40.8411,78.21,84,100,8.12
271,Dicabisagan,PH,2022-03-13 21:47:25,17.0818,122.4157,74.82,91,63,2.04
272,Soyo,AO,2022-03-13 21:50:09,-6.1349,12.3689,80.08,78,100,8.41
273,Torbay,CA,2022-03-13 21:50:09,47.6666,-52.7314,29.57,77,75,35.68
274,Pangnirtung,CA,2022-03-13 21:51:10,66.1451,-65.7125,-23.87,93,22,4.47
275,Darhan,MN,2022-03-13 21:51:10,49.4867,105.9228,13.14,91,100,6.76
276,Xuddur,SO,2022-03-13 21:51:10,4.1213,43.8894,74.16,61,63,16.55
277,Oranjemund,NA,2022-03-13 21:51:11,-28.55,16.4333,62.8,76,92,17.56
278,Elko,US,2022-03-13 21:51:11,41.0002,-115.5012,43.23,65,96,20.0
279,Yulara,AU,2022-03-13 21:51:12,-25.2406,130.9889,71.44,28,70,6.91
280,Hilo,US,2022-03-13 21:49:37,19.7297,-155.09,82.13,62,0,11.5
281,Russell,US,2022-03-13 21:51:12,32.3502,-85.1999,57.96,17,0,0.0
282,Langsa,ID,2022-03-13 21:51:13,4.4683,97.9683,74.48,96,77,2.95
283,Burnie,AU,2022-03-13 21:51:13,-41.0667,145.9167,64.92,83,99,12.28
284,Doka,SD,2022-03-13 21:51:13,13.5167,35.7667,82.76,29,99,14.09
285,Raga,SS,2022-03-13 21:51:14,8.4596,25.678,78.8,17,100,4.76
286,Mollendo,PE,2022-03-13 21:51:14,-17.0231,-72.0147,72.73,79,98,7.65
287,Vagur,FO,2022-03-13 21:51:15,61.4732,-6.8119,44.91,91,100,19.13
288,Macusani,PE,2022-03-13 21:51:57,-14.0833,-70.4333,40.69,89,99,5.26
289,Bireun,ID,2022-03-13 21:52:19,5.203,96.7009,77.79,85,82,2.86
290,Valle De Allende,MX,2022-03-13 21:52:19,26.9333,-105.4,75.27,6,5,4.16
291,Kaeo,NZ,2022-03-13 21:52:19,-35.1,173.7833,73.33,74,18,7.56
292,Shimoda,JP,2022-03-13 21:52:20,34.6667,138.95,59.11,92,100,18.88
293,Laukaa,RU,2022-03-13 21:52:20,58.7372,29.8453,24.96,97,24,3.27
294,Bhag,PK,2022-03-13 21:52:20,29.0415,67.8239,85.66,24,25,5.06
295,Sakaiminato,JP,2022-03-13 21:52:21,35.55,133.2333,53.58,94,75,5.75
